Type,Onset,Duration,DurationCorrected
Opto1,182986.500,224.750,204.750
TTLin1,183465.000,183.250,183.250
Opto1,183486.500,224.250,204.250
TTLin1,183964.750,183.250,183.250
Opto1,183986.000,224.500,204.500
TTLin1,184464.500,183.250,183.250
Opto1,184485.750,224.500,204.500
TTLin1,184964.250,183.250,183.250
Opto1,184985.500,224.250,204.250
TTLin1,185464.000,183.250,183.250
Opto1,185485.250,224.500,204.500
TTLin1,185963.750,183.000,183.000
Opto1,185985.000,224.250,204.250
TTLin1,186463.250,183.250,183.250
Opto1,186484.500,224.500,204.500
TTLin1,186963.000,183.250,183.250
Opto1,186984.500,224.250,204.250
TTLin1,187462.750,183.250,183.250
Opto1,187484.250,224.250,204.250
TTLin1,187962.500,183.250,183.250
Opto1,187983.750,224.250,204.250
TTLin1,188462.250,183.000,183.000
Opto1,188483.500,224.250,204.250
TTLin1,188961.750,183.250,183.250
Opto1,188983.250,224.250,204.250
TTLin1,189461.500,183.250,183.250
Opto1,189483.000,224.250,204.250
TTLin1,189961.250,183.250,183.250
Opto1,189982.750,224.250,204.250
TTLin1,190461.000,183.250,183.250
Opto1,190482.500,224.250,204.250
TTLin1,190960.750,183.000,183.000
Opto1,190982.250,224.250,204.250
TTLin1,191460.500,183.250,183.250
Opto1,191481.750,224.250,204.250
TTLin1,191960.250,183.250,183.250
Opto1,191981.500,224.500,204.500
TTLin1,192460.000,183.250,183.250
Opto1,192481.250,224.500,204.500
