Type,Onset,Duration,DurationCorrected
TTLin1,192582.250,183.250,183.250
Opto1,192620.750,224.250,204.250
TTLin1,193082.000,183.250,183.250
Opto1,193120.000,224.750,204.750
TTLin1,193581.500,183.250,183.250
Opto1,193620.000,224.750,204.750
TTLin1,194081.250,183.250,183.250
Opto1,194119.750,224.750,204.750
TTLin1,194581.000,183.250,183.250
Opto1,194619.250,225.000,205.000
TTLin1,195080.750,183.250,183.250
Opto1,195118.750,224.500,204.500
TTLin1,195580.500,183.250,183.250
Opto1,195617.750,225.750,205.750
TTLin1,196080.000,183.250,183.250
Opto1,196118.500,224.750,204.750
TTLin1,196579.750,183.250,183.250
Opto1,196618.250,224.500,204.500
TTLin1,197079.500,183.250,183.250
Opto1,197117.750,224.500,204.500
TTLin1,197579.250,183.250,183.250
Opto1,197617.500,224.750,204.750
TTLin1,198079.000,183.250,183.250
