stimulus	nblettres	freqlemfilms2	ifreq	wtype	word
montrer	7	327.33	4	0	montrer
envoyer	7	360.16	4	0	envoyer
marcher	7	364.37	4	0	marcher
occuper	7	375.14	4	0	occuper
premier	7	376.98	4	0	premier
famille	7	384.92	4	0	famille
travail	7	389.83	4	0	travail
combien	7	390.58	4	0	combien
affaire	7	393.83	4	0	affaire
excuser	7	399.19	4	0	excuser
changer	7	411.99	4	0	changer
voiture	7	429.4	4	0	voiture
dernier	7	431.08	4	0	dernier
écouter	7	470.93	4	0	écouter
oublier	7	486.96	4	0	oublier
rentrer	7	532.51	4	0	rentrer
bonjour	7	570.57	4	0	bonjour
revenir	7	618.62	4	0	revenir
essayer	7	670.4	4	0	essayer
comment	7	922.93	4	0	comment
arrêter	7	993.79	4	0	arrêter
appeler	7	1165.48	4	0	appeler
arriver	7	1252.42	4	0	arriver
laisser	7	1334.1	4	0	laisser
trouver	7	1335.49	4	0	trouver
prendre	7	1913.83	4	0	prendre
accident	8	108.21	4	0	accident
vérifier	8	110.87	4	0	vérifier
dépêcher	8	111.44	4	0	dépêcher
attraper	8	112.52	4	0	attraper
souffrir	8	113.83	4	0	souffrir
arranger	8	116.14	4	0	arranger
craindre	8	117.44	4	0	craindre
supposer	8	120.31	4	0	supposer
empêcher	8	121.85	4	0	empêcher
paraître	8	122.14	4	0	paraître
détester	8	122.87	4	0	détester
détruire	8	126.08	4	0	détruire
déranger	8	126.95	4	0	déranger
ailleurs	8	128.74	4	0	ailleurs
prévenir	8	129.28	4	0	prévenir
protéger	8	130.71	4	0	protéger
sûrement	8	133.67	4	0	sûrement
terminer	8	142.38	4	0	terminer
remettre	8	144.99	4	0	remettre
seigneur	8	153.82	4	0	seigneur
prochain	8	160.27	4	0	prochain
accepter	8	165.84	4	0	accepter
conduire	8	169.64	4	0	conduire
préparer	8	174.33	4	0	préparer
préférer	8	179.44	4	0	préférer
utiliser	8	182.44	4	0	utiliser
recevoir	8	192.73	4	0	recevoir
imaginer	8	194.29	4	0	imaginer
possible	8	201.41	4	0	possible
apporter	8	209.91	4	0	apporter
meilleur	8	221.17	4	0	meilleur
répondre	8	251.57	4	0	répondre
ensemble	8	253.47	4	0	ensemble
raconter	8	253.84	4	0	raconter
importer	8	259.37	4	0	importer
rappeler	8	281.75	4	0	rappeler
histoire	8	359.92	4	0	histoire
question	8	411.82	4	0	question
problème	8	520.07	4	0	problème
beaucoup	8	626	4	0	beaucoup
chercher	8	712.46	4	0	chercher
entendre	8	728.67	4	0	entendre
monsieur	8	739.12	4	0	monsieur
demander	8	909.77	4	0	demander
vraiment	8	968.57	4	0	vraiment
toujours	8	1072.36	4	0	toujours
regarder	8	1197.29	4	0	regarder
pourquoi	8	1348.04	4	0	pourquoi
attendre	8	1351.46	4	0	attendre
